Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/456.hmmer-327B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/456.hmmer-327B.champsimtrace.xz
scooby_state_40a77d|19|10 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7c4|0|-13 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7a6|45|22 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|17|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|58|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|22|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7a6|48|38 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a82e|31|23 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|48|43 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|18|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|28|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|21|-2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|10|-21 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|59|-4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|48|46 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8a0|3|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|14|9 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|11|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|8|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a807|62|54 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|0|-31 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a889|59|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|31|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8a0|3|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a807|57|49 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|2|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|49|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a77d|21|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|28|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|18|-5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|5|-19 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|26|5 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|61|19 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|6|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|28|-35 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8d7|60|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a841|26|6 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a710|7|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|4|-56 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|36|-27 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|12|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|21|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a841|28|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a860|10|-17 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a73a|5|-22 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a73a|6|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|58|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|60|57 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a846|8|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a78d|12|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7af|21|3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a707|19|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a8f8|21|13 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a889|9|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7dd|9|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_40a7f6|3|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a70c|7|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a833|12|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|36|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|30|-33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a74a|8|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|17|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|40|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|62|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|50|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|23|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|45|-13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|10|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|58|48 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|25|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|59|52 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|15|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a860|13|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|37|21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|40|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a833|13|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|21|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a82e|39|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a846|59|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a82e|38|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|32|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a710|47|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|60|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|27|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|4|-2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|21|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|50|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a710|36|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a82e|42|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a82e|45|38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|43|38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a82e|45|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|48|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a73a|5|-21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a82e|39|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|10|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|18|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a710|51|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|3|-44 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a860|35|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|13|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7f6|63|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|5|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|48|27 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a74a|9|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|2|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a73a|4|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|2|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8d7|8|0 0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
scooby_state_40a860|25|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|51|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|13|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|39|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|18|-43 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|55|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a936|12|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|24|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7f6|3|-19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|57|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a860|39|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a846|28|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|12|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|7|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a710|29|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|4|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|18|-11 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a846|19|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a82e|35|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|50|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8a0|0|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|22|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|6|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a710|23|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|12|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|16|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|53|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|11|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a860|4|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8a0|2|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|16|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|47|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|12|-21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|27|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|25|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a846|5|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|58|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|28|-18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|52|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|48|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|42|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7f9|19|18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|37|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|44|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|36|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|30|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|2|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|17|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a72b|20|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|10|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|4|-24 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|6|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a710|61|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|18|-16 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8f8|18|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8f8|13|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a74a|7|-21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|54|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|39|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a846|23|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|59|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a82e|45|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|61|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|49|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|35|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|21|17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|33|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|23|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8f8|29|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|11|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|25|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a860|43|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a74a|7|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|42|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|53|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a74a|9|-10 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|14|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8a0|10|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7f6|5|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a860|58|20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|20|-5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|13|-6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|5|-57 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|59|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|32|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|1|-56 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a846|21|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a9d9|16|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|24|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a846|18|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|34|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|57|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|52|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|3|-26 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|28|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|0|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|17|-15 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|15|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|41|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|9|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|34|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|15|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|30|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|45|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|35|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|19|14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|54|6 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|56|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|1|-3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|36|-18 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|17|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|61|21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|31|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a860|25|-17 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|48|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|23|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a73a|6|-39 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|61|56 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a82e|31|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|63|54 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a710|48|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|18|12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a860|16|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|3|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a833|15|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|4|-41 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|43|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|63|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7f6|12|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8f8|29|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8f8|15|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a77d|13|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|9|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|3|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|53|40 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7c4|5|-22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|2|-14 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|60|52 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|18|7 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|13|-38 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|29|9 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|13|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a860|4|-12 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|43|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|29|8 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|4|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a89c|11|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|32|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a707|6|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a73a|5|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a72b|24|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|26|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a889|48|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a82e|41|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a710|30|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8f8|27|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|55|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a841|28|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|12|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|4|-20 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|5|-54 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|58|4 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8f8|30|2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7af|26|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|26|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a860|4|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a8d7|19|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a715|46|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a78d|8|-54 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a807|0|-25 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7a6|58|19 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a7dd|10|-37 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_40a6e0|27|-13 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
