Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
scooby_state_44684c|2|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|50|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|50|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|61|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|44|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|3|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|17|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|12|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|59|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|8|0 64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,
scooby_state_446626|34|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|33|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|22|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|19|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|52|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|59|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|12|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|35|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465fb|26|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|1|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|11|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|41|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|56|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|31|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|44|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|38|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|22|0 64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,
scooby_state_446791|19|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|2|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|2|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|4|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|14|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|48|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465fb|19|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|10|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|48|28 64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,
scooby_state_4465e9|10|0 63,1,0,0,1,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|19|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|53|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|53|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|32|28 64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,
scooby_state_4469ae|55|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|2|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|4|0 64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|22|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|22|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|22|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|48|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|55|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|2|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|29|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|22|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|36|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|24|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|36|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|3|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|37|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|37|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|8|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465fb|17|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|51|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|14|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|8|0 64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|53|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|11|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|32|28 63,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65,
scooby_state_446791|29|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|29|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465fb|8|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|47|28 64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65,
scooby_state_4465e9|24|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465fb|14|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|26|0 63,1,0,0,0,0,0,0,0,0,0,1,0,0,0,65,
scooby_state_446907|27|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|39|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|13|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|22|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|52|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|52|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|63|28 64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|63|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465fb|12|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|43|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|10|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|10|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|55|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|55|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|44|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|44|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|33|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|33|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465fb|9|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|27|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|24|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|6|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465fb|15|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|44|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,
scooby_state_4466d9|61|28 64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|31|28 64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,
scooby_state_446791|26|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|44|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|33|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|31|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|33|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|40|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|50|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|50|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|38|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|6|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|30|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|8|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|8|0 64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,
scooby_state_44684c|19|0 64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|51|28 64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|30|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|30|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|41|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|41|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|55|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|24|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|6|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|47|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|15|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,
scooby_state_4466d9|10|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|63|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|49|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|1|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|4|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|56|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|34|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|39|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|13|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|20|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|53|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|24|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|30|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|6|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|13|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|59|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|19|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|35|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|41|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|4|0 64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|13|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|61|28 63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,65,
scooby_state_4466d9|30|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|63|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|29|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|47|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|40|28 64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446791|38|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|35|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_44684c|55|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4469ae|61|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446907|38|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_446626|18|0 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|55|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|28|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|48|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4465e9|30|28 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,
scooby_state_4466d9|15|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4469ae|46|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4469ae|26|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4466d9|28|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4465e9|35|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4466d9|48|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4466d9|26|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446626|49|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446791|57|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_44684c|57|28 63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,
scooby_state_4469ae|57|28 63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,
scooby_state_446791|46|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446907|57|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_44684c|39|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_44684c|15|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446907|49|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_44684c|46|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4466d9|59|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4465e9|46|28 63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,
scooby_state_446626|42|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4469ae|17|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4466d9|46|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4465e9|40|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446907|42|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4465e9|57|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4469ae|48|28 63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,
scooby_state_446907|39|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446907|58|28 63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4466d9|37|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_44684c|37|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446791|35|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4469ae|28|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446626|9|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4466d9|39|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4469ae|37|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446626|39|28 63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_44684c|26|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446907|41|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446907|9|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_44684c|48|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4469ae|15|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4469ae|59|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_44684c|59|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4469ae|39|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446626|56|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_446907|56|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_44684c|28|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_44684c|17|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4466d9|57|28 63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,
scooby_state_446791|40|28 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4466d9|17|0 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_4465fb|60|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|45|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|63|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|58|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|27|0 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|59|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|30|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|51|28 57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,
scooby_state_4465fb|42|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|43|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|61|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|41|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|50|28 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_4465fb|29|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|62|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|38|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|52|28 56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,
scooby_state_446626|60|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|28|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|37|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_446626|59|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|34|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|40|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_446626|62|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|32|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|46|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|54|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|36|28 56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|47|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|39|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_4465fb|48|28 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,
scooby_state_446626|63|28 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_4465fb|31|28 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_446626|61|28 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_4465fb|49|28 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_446626|58|28 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_4465fb|33|28 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_4465fb|57|28 55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_4465fb|44|28 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_4465fb|53|28 55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,
scooby_state_4465fb|35|28 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_4465fb|56|28 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_4465fb|55|28 55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,
scooby_state_446626|57|28 55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,
scooby_state_44666f|47|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|52|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|45|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|24|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|57|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|56|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|8|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|32|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|60|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|61|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|7|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|21|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|49|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|63|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|22|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|43|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|59|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|5|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|25|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|10|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|45|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|29|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|41|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|40|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|61|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|37|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|35|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|42|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|18|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|50|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|63|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|33|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|38|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
