Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/445.gobmk-30B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/445.gobmk-30B.champsimtrace.xz
scooby_state_40e1a9|6|4 42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
scooby_state_440f40|61|-1 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
scooby_state_43e0ef|3|1 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,
scooby_state_449cc1|51|1 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,
scooby_state_4063a1|14|1 49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,
scooby_state_43ec00|48|1 48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,
scooby_state_40b10d|4|1 49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,
scooby_state_40deff|17|0 27,1,0,2,1,2,1,2,1,2,2,2,2,2,2,49,
scooby_state_40b902|36|1 48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,
scooby_state_40e1c1|7|1 48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,
scooby_state_409003|0|-4 33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,48,
scooby_state_406481|18|1 48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,
scooby_state_43a200|8|1 48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,
scooby_state_43ef76|61|57 48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,
scooby_state_43d170|5|3 48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,
scooby_state_440981|38|1 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,
scooby_state_441381|14|1 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,
scooby_state_43a044|1|1 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,
scooby_state_406046|1|1 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,
scooby_state_4063c0|15|1 45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,
scooby_state_40bcc1|51|1 45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,
scooby_state_43ff35|60|43 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,
scooby_state_43a480|18|1 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,
scooby_state_40b1c1|7|1 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
scooby_state_440f8e|62|2 44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,
scooby_state_43e1c0|7|1 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
scooby_state_405f03|60|1 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
scooby_state_40b941|37|1 44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,
scooby_state_4082af|10|-16 27,2,1,2,0,1,0,0,1,0,0,1,1,8,0,44,
scooby_state_43b081|2|0 37,1,0,1,0,1,0,1,1,2,0,0,0,0,0,44,
scooby_state_438fc3|63|24 40,0,1,0,0,1,1,0,1,0,0,0,0,0,0,44,
scooby_state_440cd0|51|1 44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,
scooby_state_43ac80|50|1 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
scooby_state_43dfa8|62|60 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
scooby_state_43b6a0|26|24 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
scooby_state_44051e|20|1 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
scooby_state_43f130|4|-57 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,
scooby_state_40a6c1|27|1 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,
scooby_state_439183|6|1 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,
scooby_state_449d43|53|1 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,
scooby_state_40bc41|49|1 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
scooby_state_43f1e0|7|1 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
scooby_state_43dd25|52|13 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
scooby_state_43b964|37|2 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
scooby_state_40bc83|50|1 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,
scooby_state_40a180|6|2 35,0,0,0,0,0,3,0,1,0,0,0,0,0,0,39,
scooby_state_409105|4|3 26,0,0,0,0,5,0,0,0,0,0,0,8,0,0,39,
scooby_state_43a9c1|39|1 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,
scooby_state_40df0f|4|0 19,1,3,1,0,2,2,0,1,2,3,0,1,1,3,39,
scooby_state_43fd44|53|1 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,
scooby_state_43b070|1|-1 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,
scooby_state_457b53|28|8 3,0,3,0,3,2,0,12,6,0,0,0,3,3,3,38,
scooby_state_4391c2|7|1 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,
scooby_state_40af85|62|1 32,0,0,1,1,0,2,1,0,1,0,0,0,0,0,38,
scooby_state_4575f2|47|7 3,2,1,4,0,3,3,3,3,3,1,6,3,0,3,38,
scooby_state_40df0f|53|0 18,5,2,2,0,1,1,0,0,1,2,1,1,0,4,38,
scooby_state_405480|18|1 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,
scooby_state_40c942|37|1 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,
scooby_state_43a0b0|2|-35 26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
scooby_state_439000|0|-2 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
scooby_state_43f4c3|19|1 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
scooby_state_43d381|14|1 25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
scooby_state_43ecb3|50|1 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
scooby_state_40e063|52|0 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
scooby_state_40df0f|30|0 13,4,0,1,2,2,1,0,2,1,0,1,2,2,5,36,
scooby_state_43d000|0|-63 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
scooby_state_43b903|36|-2 27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
scooby_state_43921e|8|6 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
scooby_state_440f06|60|1 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
scooby_state_40b8c0|35|1 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_457b53|20|7 7,3,1,3,3,0,3,2,2,3,0,3,3,2,0,35,
scooby_state_440c82|50|1 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_43a210|8|1 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_4060d8|3|1 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_43d44e|17|2 14,20,0,0,0,0,0,1,0,0,0,0,0,0,0,35,
scooby_state_40b740|29|1 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_4575f2|43|8 5,11,1,0,0,2,1,0,2,1,3,3,2,3,1,35,
scooby_state_449e49|57|2 32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,35,
scooby_state_404f60|61|-1 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_43df41|61|-2 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,
scooby_state_41e0ba|29|3 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_43ed09|52|1 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_44071a|28|2 33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_40df0f|18|0 18,0,1,2,4,3,0,0,1,1,1,1,0,1,1,34,
scooby_state_439719|28|2 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_407360|13|6 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_40a484|18|1 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_438c00|48|1 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_408984|38|1 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_43e0ef|3|3 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_40bd00|52|1 8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
scooby_state_44a008|0|-41 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
scooby_state_43f082|2|1 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
scooby_state_40b086|2|-6 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
scooby_state_43fec0|59|-2 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
scooby_state_40df0f|48|0 9,0,0,2,1,2,2,2,2,0,1,2,3,0,7,33,
scooby_state_439744|29|1 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,
scooby_state_40b201|8|1 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
scooby_state_43e0b8|2|-60 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
scooby_state_439f90|62|60 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
scooby_state_457b53|35|7 7,3,1,3,3,0,0,2,2,3,2,0,3,0,3,32,
scooby_state_43f383|14|1 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
scooby_state_40b704|28|1 0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
scooby_state_40df0f|55|0 11,0,1,2,0,1,2,2,2,1,1,1,0,2,6,32,
scooby_state_44a205|8|1 29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,
scooby_state_44a182|6|1 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
scooby_state_41e0ba|3|3 31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,
scooby_state_439081|2|-6 22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
scooby_state_449f20|60|0 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
scooby_state_40df0f|34|0 15,1,1,0,1,3,1,1,2,0,0,1,2,1,3,32,
scooby_state_406340|13|1 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
scooby_state_43c322|12|-27 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_43ecc0|51|1 0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_40ce08|56|5 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_40df0f|61|0 18,1,1,2,1,1,2,0,1,0,0,0,1,1,2,31,
scooby_state_43cf02|60|1 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_40df0f|44|0 19,2,1,1,0,0,0,2,1,0,0,0,2,2,1,31,
scooby_state_40df0f|31|0 17,2,1,0,3,1,1,1,0,0,1,0,3,0,1,31,
scooby_state_457b53|43|8 2,0,4,0,2,2,0,11,0,0,2,2,2,2,2,31,
scooby_state_457b53|47|7 6,2,0,2,2,0,2,2,1,2,4,2,2,2,2,31,
scooby_state_40df0f|6|0 16,1,0,2,1,3,1,2,0,2,0,0,0,2,1,31,
scooby_state_40c902|36|1 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_40df62|61|-2 28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_44aa41|41|1 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_440e5c|57|1 25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_43d3c0|15|1 11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_43a8e0|35|-28 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_438f40|61|-2 29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,
scooby_state_40df0f|37|0 18,1,0,0,0,1,0,0,2,0,0,1,1,2,4,30,
scooby_state_40df0f|25|0 16,0,2,0,0,0,1,2,2,1,0,2,1,2,1,30,
scooby_state_439142|5|1 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_4575f2|35|7 3,2,1,3,0,3,3,0,3,3,0,0,3,3,3,30,
scooby_state_43fe05|56|1 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_43e0b8|2|1 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_43d101|4|1 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_40e080|2|-3 16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_43ffc0|63|6 27,1,1,0,0,0,1,0,0,0,0,0,0,0,0,30,
scooby_state_40df0f|41|0 17,3,1,0,0,0,1,1,1,1,2,2,0,0,1,30,
scooby_state_40df0f|35|0 17,1,1,1,1,0,0,1,0,0,1,1,2,2,2,30,
scooby_state_40df0f|22|0 20,1,2,1,1,0,0,1,0,0,0,1,1,1,1,30,
scooby_state_43d9bf|38|19 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_40df0f|2|0 15,1,0,1,3,0,1,0,1,2,1,0,2,2,1,30,
scooby_state_43b6c0|27|1 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_41e0ba|60|3 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_44a1ee|7|2 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_43dfc3|63|61 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_40dfe3|63|1 27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_43ed45|53|1 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_40df0f|13|0 17,3,1,1,0,0,1,3,0,1,0,0,1,0,1,29,
scooby_state_43d342|13|1 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_457b53|23|7 5,1,1,2,2,0,1,2,3,2,2,3,2,1,2,29,
scooby_state_40d101|4|1 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_43b8c7|35|1 0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_4058c1|35|1 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
scooby_state_40df0f|14|0 11,3,1,2,0,2,1,0,0,3,0,2,0,1,2,28,
scooby_state_40df0f|1|0 10,3,3,2,1,2,1,0,0,2,1,0,1,1,1,28,
scooby_state_41e0f1|16|-2 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_40df0f|58|0 14,1,1,2,0,1,1,2,0,0,1,0,1,0,4,28,
scooby_state_43a478|17|9 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_457b53|62|7 5,2,0,2,2,2,2,2,1,2,2,0,2,2,2,28,
scooby_state_43b740|29|1 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_40af44|61|1 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_43a702|28|1 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_43a190|6|2 0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_41e0ba|16|3 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_4579c3|39|1 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_40b086|2|-4 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_40a0a0|2|-59 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_438a00|40|1 16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_40e12a|4|3 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_43b9d8|39|10 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_40b501|20|1 15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_40df0f|54|0 16,2,1,1,1,0,0,1,3,1,0,2,0,0,0,28,
scooby_state_44a741|29|1 23,0,0,1,0,0,0,1,1,0,1,0,0,0,0,27,
scooby_state_40b6c0|27|24 18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_405010|0|-62 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_43b712|28|1 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_43da2f|40|20 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_40df0f|45|0 12,1,1,3,0,0,0,2,1,1,0,1,1,1,3,27,
scooby_state_43f440|17|-2 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_43d080|2|-38 26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,
scooby_state_43c206|8|1 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_40df0f|56|0 15,0,1,2,0,0,1,1,0,1,3,0,2,1,0,27,
scooby_state_40c942|37|0 13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_405ee0|59|52 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_439483|18|1 25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_40df0f|42|0 9,1,1,2,0,1,1,1,1,2,1,3,0,1,2,26,
scooby_state_4575f2|50|7 3,2,1,2,0,3,0,3,3,3,0,0,3,0,3,26,
scooby_state_41e0ba|1|0 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_43ee48|57|2 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_40df0f|52|0 13,0,0,0,3,0,0,1,2,1,1,2,0,0,3,26,
scooby_state_457b53|41|7 4,2,1,2,2,0,0,2,2,2,2,2,2,1,2,26,
scooby_state_40df0f|33|0 8,3,2,2,1,2,0,0,2,0,1,1,0,1,3,26,
scooby_state_40be02|56|1 24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_40df0f|3|0 12,0,1,1,0,0,1,1,3,1,1,2,1,0,2,26,
scooby_state_40df0f|16|0 9,2,1,1,1,0,4,0,0,0,1,3,1,0,3,26,
scooby_state_40df0f|7|0 11,2,0,2,1,2,0,1,0,0,1,1,0,2,3,26,
scooby_state_43ad01|52|1 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_43e20b|8|4 15,0,0,0,1,0,0,3,2,5,0,0,0,0,0,26,
scooby_state_4389b0|38|-25 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_43e6c6|27|1 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_43fd0b|52|38 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_440ad5|10|0 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_457b53|55|8 2,0,2,0,2,2,0,8,2,0,2,0,2,2,2,26,
scooby_state_40df0f|57|0 11,1,2,1,0,0,1,1,1,0,3,0,0,1,3,25,
scooby_state_43a8e0|35|-26 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_40dfe3|63|0 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_40df0f|26|0 14,1,1,0,0,1,2,0,2,2,0,1,0,0,1,25,
scooby_state_408f68|61|59 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_41e0ba|0|0 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_41e212|35|0 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_40df0f|51|0 10,2,0,1,2,1,1,0,0,1,2,1,2,1,1,25,
scooby_state_40df0f|40|0 9,2,0,1,1,1,1,1,1,2,2,0,0,1,3,25,
scooby_state_440959|37|2 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_44a1c5|7|1 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_40df0f|17|0 10,0,0,0,0,4,1,3,1,2,0,0,0,3,1,25,
scooby_state_4054c0|19|1 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_40b380|14|1 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_405505|20|1 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_449dc0|55|2 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_41e0ba|44|2 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_40df0f|36|0 11,3,2,1,0,1,0,0,0,2,0,2,1,0,2,25,
scooby_state_40df0f|24|0 11,0,1,0,1,1,2,2,0,0,0,2,0,2,3,25,
scooby_state_41e0ba|11|3 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_40df0f|62|0 17,1,0,0,0,0,0,0,2,0,1,0,0,1,3,25,
scooby_state_40df0f|38|0 11,0,2,2,1,0,0,0,2,0,2,1,2,1,0,24,
scooby_state_43a1c0|7|5 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_457b53|50|7 4,2,1,2,2,0,2,2,2,2,2,0,0,1,2,24,
scooby_state_44a8c2|35|1 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_43f48b|18|3 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_43b070|1|0 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_43ba01|40|1 23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,
scooby_state_457b53|53|7 4,2,1,2,2,0,0,2,2,2,2,2,2,1,0,24,
scooby_state_41e0ba|47|4 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_43a081|2|1 23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_440583|22|1 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_4413c3|15|1 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_40b3c1|15|1 22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_43d299|10|1 0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_4390f8|3|-4 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_40df0f|27|0 13,2,1,1,1,0,0,0,2,1,2,0,0,0,1,24,
scooby_state_440e03|56|1 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_440c41|49|1 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_40df0f|39|0 19,1,1,0,0,0,1,1,0,0,0,0,1,0,0,24,
scooby_state_440f40|61|1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_43d265|9|1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_409105|4|4 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_43e0b8|2|-2 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_43e902|36|1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_40be43|57|1 22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_439050|1|1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_43f500|20|10 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_41e0ba|14|2 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_4080c0|3|-36 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_4048c4|35|1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_406038|0|-1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_40b0bd|2|-35 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_440751|29|1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_40df0f|19|0 13,1,0,0,0,2,1,1,1,0,2,0,0,0,2,23,
scooby_state_40a4c9|19|1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_457b53|2|0 10,2,0,0,0,0,0,1,6,0,0,0,2,0,2,23,
scooby_state_43e0b8|2|-6 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_4080c0|3|1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_440906|36|-3 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_40d140|5|1 21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23,
scooby_state_43c9bf|38|-3 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_457b53|40|8 2,0,0,0,2,0,0,9,2,0,1,1,2,2,2,23,
scooby_state_407f40|61|1 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_457b53|5|0 9,2,0,0,0,0,0,1,6,0,0,0,2,0,2,22,
scooby_state_41e0ba|2|0 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_457b53|1|0 9,2,1,1,0,0,0,0,6,0,0,2,0,0,1,22,
scooby_state_457b53|57|7 4,2,2,2,2,0,2,2,2,2,2,0,0,0,0,22,
scooby_state_41e1c3|7|1 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_43dfa8|62|1 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_41e180|6|1 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_44a241|9|1 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_457b53|4|0 8,2,0,0,0,0,0,2,6,0,0,0,2,0,2,22,
scooby_state_439081|2|2 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_43cfd0|63|1 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_438c85|50|1 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_41e0ba|57|4 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_457b53|46|8 2,0,2,0,2,0,0,8,2,0,0,0,2,2,2,22,
scooby_state_40a0a0|2|-60 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_438cc6|51|1 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
