Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/471.omnetpp-188B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/471.omnetpp-188B.champsimtrace.xz
scooby_state_45435a|45|0 109,7,3,3,1,2,1,2,0,0,1,28,0,0,2,159,
scooby_state_454351|1|0 145,2,1,0,2,0,0,0,2,0,1,1,0,0,5,159,
scooby_state_454351|63|0 145,1,0,2,0,0,0,1,2,2,0,3,1,1,1,159,
scooby_state_45435a|16|0 111,7,2,1,1,0,2,2,1,0,0,30,0,0,1,158,
scooby_state_454351|35|0 142,1,2,1,1,1,2,1,0,0,0,2,1,1,2,157,
scooby_state_45435a|43|0 119,7,1,0,0,0,1,1,1,0,0,20,1,1,4,156,
scooby_state_45435a|3|0 114,9,2,0,0,0,0,0,1,3,2,22,1,1,1,156,
scooby_state_45435a|1|0 118,8,0,3,0,0,1,0,1,0,1,15,5,0,2,154,
scooby_state_454351|8|0 146,0,1,0,0,1,0,1,1,0,1,0,0,0,3,154,
scooby_state_454351|29|0 138,2,2,0,1,1,2,1,0,1,0,1,1,2,1,153,
scooby_state_45435a|19|0 101,8,2,1,2,1,1,0,0,1,3,26,2,1,4,153,
scooby_state_454351|22|0 138,1,1,2,0,0,0,0,2,1,1,4,0,2,1,153,
scooby_state_454349|0|0 118,5,0,2,4,1,1,3,1,1,3,4,4,1,4,152,
scooby_state_454351|2|0 140,1,2,0,0,0,2,0,0,0,1,2,2,1,1,152,
scooby_state_454351|28|0 143,0,1,0,1,0,1,1,0,0,0,1,2,0,2,152,
scooby_state_45435a|23|0 103,4,1,3,1,2,0,0,3,0,0,31,2,1,1,152,
scooby_state_45435a|44|0 107,6,0,2,1,0,1,0,0,1,1,30,0,0,2,151,
scooby_state_45435a|25|0 110,7,0,0,2,1,0,0,0,1,0,28,1,1,0,151,
scooby_state_454351|44|0 140,1,0,0,1,1,2,1,0,0,0,1,0,2,2,151,
scooby_state_454351|4|0 132,2,2,0,2,1,0,2,1,0,0,1,1,2,3,149,
scooby_state_454351|57|0 128,3,2,1,1,3,1,0,1,1,2,2,1,0,2,148,
scooby_state_454351|45|0 131,3,0,2,1,1,4,0,1,0,0,1,2,0,2,148,
scooby_state_45435a|63|0 110,3,1,0,0,0,0,2,0,2,0,29,0,0,0,147,
scooby_state_45435a|47|0 97,7,3,0,1,0,2,0,1,1,1,32,0,0,2,147,
scooby_state_45435a|14|0 108,2,2,0,1,0,0,2,0,2,0,28,0,1,1,147,
scooby_state_454351|3|0 128,1,0,0,1,2,1,1,0,3,1,4,0,1,2,145,
scooby_state_45435a|21|0 99,3,0,0,2,1,0,0,1,2,0,34,0,1,1,144,
scooby_state_45435a|55|0 111,4,2,0,1,0,0,1,0,0,0,21,0,0,3,143,
scooby_state_454351|6|0 124,1,0,3,1,1,1,0,1,0,1,2,2,2,3,142,
scooby_state_454351|25|0 127,2,2,1,0,0,1,1,1,0,0,0,2,1,3,141,
scooby_state_45435a|34|0 99,3,2,0,0,0,1,0,1,1,2,29,1,1,0,140,
scooby_state_454351|53|0 127,0,2,0,1,0,0,0,1,0,2,1,0,2,4,140,
scooby_state_454351|43|0 128,1,0,1,0,0,0,0,0,0,0,2,1,0,0,133,
scooby_state_454351|21|0 119,1,0,1,1,1,2,0,1,0,1,2,1,1,2,133,
scooby_state_454351|55|0 121,0,1,0,0,1,1,0,0,1,0,3,1,0,2,131,
scooby_state_45435a|49|0 101,2,0,2,0,0,0,1,0,0,0,19,2,0,1,128,
scooby_state_45435a|33|0 102,4,0,0,0,0,0,0,0,3,0,19,0,0,0,128,
scooby_state_454351|59|0 113,0,1,1,0,1,0,0,1,1,0,3,1,0,4,126,
scooby_state_45435a|10|0 95,5,1,0,0,0,1,0,2,0,0,18,0,0,3,125,
scooby_state_454351|51|0 118,0,1,1,0,0,0,0,0,0,1,0,1,1,1,124,
scooby_state_457dd2|25|0 0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,117,
scooby_state_45df3c|57|8 1,115,0,0,0,0,0,0,0,0,0,0,0,1,0,117,
scooby_state_457dd2|1|0 0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,108,
scooby_state_45df3c|46|8 2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_46267c|0|0 103,2,1,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_45df3c|43|8 1,104,0,0,0,1,0,0,0,0,0,0,0,0,0,106,
scooby_state_43a5de|2|0 1,8,1,88,2,0,1,0,0,0,1,0,0,1,3,106,
scooby_state_45df3c|11|8 2,103,0,0,0,0,0,0,0,0,0,0,0,0,0,105,
scooby_state_45df3c|36|8 3,101,0,0,1,0,0,0,0,0,0,0,0,0,0,105,
scooby_state_457dd2|4|0 0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,104,
scooby_state_46267c|1|0 102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,104,
scooby_state_43a5de|0|0 0,7,1,88,0,1,0,1,1,0,1,0,1,1,2,104,
scooby_state_43a5de|3|0 0,6,0,91,0,2,0,1,0,1,0,1,1,0,1,104,
scooby_state_45df3c|44|8 0,103,1,0,0,0,0,0,0,0,0,0,0,0,0,104,
scooby_state_457dd2|10|0 0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,104,
scooby_state_457dd2|13|0 1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,103,
scooby_state_45df3c|17|8 1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,102,
scooby_state_45df3c|0|0 0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,101,
scooby_state_45df3c|16|8 2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,101,
scooby_state_45df3c|40|8 3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_45df3c|47|8 1,98,0,0,0,0,0,0,0,0,1,0,0,0,0,100,
scooby_state_45df3c|26|8 0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_457dd2|21|0 0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_45df3c|55|8 1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_40e900|46|1 96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_43a5de|4|0 0,6,1,84,0,0,1,0,0,1,0,1,0,1,2,97,
scooby_state_454372|63|0 59,4,0,3,3,1,4,3,0,3,3,2,1,4,7,97,
scooby_state_45df3c|22|8 0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_457dd2|22|0 1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_454372|22|-2 72,12,0,0,1,1,1,1,0,1,0,4,0,2,2,97,
scooby_state_45df3c|42|8 2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
scooby_state_45436e|63|0 60,2,4,4,1,0,1,3,4,3,0,6,5,1,2,96,
scooby_state_45df3c|24|8 4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
scooby_state_45df3c|51|8 2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
scooby_state_457dd2|42|0 0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,95,
scooby_state_43a5de|1|0 0,7,0,81,2,0,0,0,0,2,0,1,0,1,1,95,
scooby_state_46267c|2|0 90,4,1,0,0,0,0,0,0,0,0,0,0,0,0,95,
scooby_state_45df3c|38|8 1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,94,
scooby_state_45df3c|35|8 2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,93,
scooby_state_457dd2|28|0 0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_45df3c|30|8 1,89,0,0,0,1,0,0,0,0,0,0,0,0,0,91,
scooby_state_457dd2|15|0 0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_45df3c|15|8 1,89,0,0,0,0,0,0,0,0,1,0,0,0,0,91,
scooby_state_45df3c|12|8 2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_45df3c|39|8 2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_457dd2|34|0 1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_457dd2|14|0 1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_454372|35|-2 73,3,1,1,0,1,1,0,0,2,1,2,2,1,2,90,
scooby_state_44ba08|6|1 1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_457dd2|16|0 0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_40e900|0|0 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_44ba08|14|1 1,87,0,0,0,0,0,0,0,0,0,0,1,0,0,89,
scooby_state_45df3c|54|8 3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_45df3c|21|8 3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_45df3c|27|8 2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,89,
scooby_state_45df3c|34|8 1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,88,
scooby_state_457dd2|19|0 0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88,
scooby_state_457dd2|11|0 0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88,
scooby_state_457dd2|30|0 0,86,0,1,0,0,0,0,0,0,0,0,1,0,0,88,
scooby_state_40e900|59|1 88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,
scooby_state_457dd2|9|0 0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88,
scooby_state_44ba08|22|1 2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,88,
scooby_state_45df3c|63|8 2,85,0,0,0,0,0,0,0,1,0,0,0,0,0,88,
scooby_state_44ba08|61|1 0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,87,
scooby_state_457dd2|20|0 0,86,0,0,0,0,0,0,0,0,0,0,0,0,1,87,
scooby_state_44ba08|46|1 1,85,0,0,0,0,0,0,0,0,0,0,1,0,0,87,
scooby_state_45df3c|58|8 2,84,0,0,0,0,0,0,0,0,0,0,0,0,1,87,
scooby_state_45df3c|32|8 1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,87,
scooby_state_45df3c|23|8 1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,87,
scooby_state_45df3c|52|8 2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,87,
scooby_state_40e900|38|1 85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86,
scooby_state_454372|36|-2 64,7,2,2,1,1,2,3,0,0,0,2,0,1,1,86,
scooby_state_45df3c|13|8 2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_457dd2|6|0 0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
scooby_state_457dd2|27|0 0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_454349|3|0 67,0,0,0,4,1,2,2,2,2,0,0,0,1,4,85,
scooby_state_40e900|42|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_502740|35|0 33,7,6,5,2,3,4,3,3,0,2,6,3,4,4,85,
scooby_state_45df3c|62|8 0,84,0,0,0,1,0,0,0,0,0,0,0,0,0,85,
scooby_state_45df3c|60|8 1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_45df3c|29|8 1,83,0,0,0,0,1,0,0,0,0,0,0,0,0,85,
scooby_state_457dd2|23|0 0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_457dd2|55|0 1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_457dd2|50|0 0,83,0,0,0,1,0,0,0,0,0,0,0,0,0,84,
scooby_state_440970|39|0 0,21,0,0,0,0,0,0,0,0,0,0,63,0,0,84,
scooby_state_40e900|29|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_46c443|16|0 58,5,0,2,1,2,1,1,1,2,2,4,1,0,3,83,
scooby_state_457dd2|2|0 0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,83,
scooby_state_454372|4|-2 63,7,1,2,0,1,1,2,1,1,1,1,1,0,1,83,
scooby_state_40e900|25|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_45df3c|28|8 3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_45df3c|50|8 1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_454372|58|-2 57,16,0,1,1,0,0,0,0,5,0,0,2,1,0,83,
scooby_state_43a5de|5|0 0,5,0,69,3,0,0,0,2,0,0,0,1,0,2,82,
scooby_state_457dd2|3|0 1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44ba08|17|1 1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_44ba08|10|1 1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_457dd2|40|0 0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_502740|5|0 27,4,5,6,5,6,2,4,7,0,3,4,1,5,2,81,
scooby_state_454372|34|-2 59,9,1,0,1,1,0,0,1,1,1,2,1,2,2,81,
scooby_state_45df3c|56|8 3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_457dd2|5|0 0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_45df3c|49|8 2,78,0,0,0,0,0,0,1,0,0,0,0,0,0,81,
scooby_state_45df3c|8|8 0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_454349|4|0 59,1,2,1,4,0,0,2,2,0,2,1,0,2,4,80,
scooby_state_457dd2|38|0 1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_40e900|54|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_40e900|60|1 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_44a9ef|39|0 0,55,0,0,0,0,0,0,0,0,0,25,0,0,0,80,
scooby_state_44ba08|50|1 1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
scooby_state_454372|21|-2 66,6,0,2,0,1,1,1,0,0,1,0,0,1,0,79,
scooby_state_45df3c|31|8 3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,79,
scooby_state_502740|33|0 36,2,5,1,3,3,4,3,1,1,3,5,2,7,3,79,
scooby_state_452f40|6|0 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,
scooby_state_45df3c|20|8 1,77,0,0,0,0,0,0,1,0,0,0,0,0,0,79,
scooby_state_44ba08|25|1 1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,78,
scooby_state_502740|1|0 29,6,4,4,4,0,7,3,6,1,1,4,4,1,4,78,
scooby_state_40e900|17|1 78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,
scooby_state_502740|46|0 31,3,4,0,2,4,5,6,5,0,2,5,4,6,1,78,
scooby_state_40e900|8|1 78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,
scooby_state_507080|22|2 59,19,0,0,0,0,0,0,0,0,0,0,0,0,0,78,
scooby_state_454372|40|-2 59,5,0,1,0,1,3,1,0,1,1,1,1,1,3,78,
scooby_state_454372|41|-2 53,12,1,1,0,0,1,0,1,2,0,3,0,2,1,77,
scooby_state_44ba08|26|1 1,75,0,0,0,1,0,0,0,0,0,0,0,0,0,77,
scooby_state_44ba08|63|1 1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,77,
scooby_state_454372|30|-2 57,10,0,2,0,1,1,0,1,0,0,2,1,1,1,77,
scooby_state_44ba08|39|1 1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,77,
scooby_state_502740|22|0 29,5,4,2,2,3,7,5,3,1,1,6,2,5,2,77,
scooby_state_44ba08|2|1 0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,77,
scooby_state_502740|30|0 28,4,6,5,1,6,6,3,5,4,0,3,2,1,3,77,
scooby_state_454372|23|-2 60,8,0,1,1,0,0,0,1,2,0,2,0,1,1,77,
scooby_state_40e900|5|1 76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,
scooby_state_454372|1|-2 58,9,1,1,0,1,0,0,2,0,1,0,1,0,2,76,
scooby_state_454372|29|-2 61,7,0,0,0,0,1,2,1,0,1,2,0,0,1,76,
scooby_state_457dd2|17|0 0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,76,
scooby_state_43ac7a|14|0 1,51,0,0,12,0,0,0,0,0,0,12,0,0,0,76,
scooby_state_454372|57|-2 60,9,0,0,0,1,0,1,1,0,1,1,0,0,2,76,
scooby_state_45df3c|61|8 1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,76,
scooby_state_502740|59|0 38,4,6,6,3,1,3,3,4,0,1,0,3,2,2,76,
scooby_state_40e900|14|1 76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,
scooby_state_44ba08|40|1 0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,
scooby_state_454372|52|-2 51,11,1,1,0,1,2,0,2,0,0,1,1,0,4,75,
scooby_state_502740|51|0 31,7,6,2,2,4,6,3,2,1,1,3,2,0,5,75,
scooby_state_457dd2|26|0 1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,75,
scooby_state_44ba08|57|1 1,73,0,0,0,0,0,0,0,0,0,0,1,0,0,75,
scooby_state_45df3c|18|8 2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,75,
scooby_state_457dd2|56|0 0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,
scooby_state_452f40|4|0 75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,
scooby_state_454372|13|-2 63,5,0,1,1,0,0,0,1,2,0,0,1,1,0,75,
scooby_state_45df3c|14|8 3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,75,
scooby_state_44ba08|12|1 0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,
scooby_state_44ba08|20|1 1,72,1,0,0,0,0,0,0,0,0,0,0,0,0,74,
scooby_state_454372|37|-2 57,5,0,2,1,1,1,1,0,0,1,1,2,0,2,74,
scooby_state_45df3c|59|8 2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,74,
scooby_state_457dd2|29|0 1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,74,
scooby_state_502740|29|0 27,7,6,2,5,2,0,5,1,4,1,2,4,5,3,74,
scooby_state_454372|33|-2 60,7,0,1,0,1,0,1,1,0,0,1,1,0,1,74,
scooby_state_45df3c|33|8 5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,74,
scooby_state_45df3c|9|8 3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,74,
scooby_state_502740|47|0 32,4,4,5,4,3,5,4,3,0,1,2,0,5,1,73,
scooby_state_454349|7|0 59,0,4,0,4,0,1,1,0,0,0,2,0,1,1,73,
scooby_state_502740|50|0 33,6,5,3,1,4,5,1,3,0,0,3,2,4,3,73,
scooby_state_4578d5|36|-6 0,0,0,0,72,0,0,0,0,1,0,0,0,0,0,73,
scooby_state_454372|46|-2 49,10,0,1,1,3,1,1,2,0,0,1,2,1,1,73,
scooby_state_40e900|50|1 73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,
scooby_state_40e900|20|1 73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,
scooby_state_4626c8|12|1 1,21,30,1,1,4,0,1,0,1,3,1,7,0,2,73,
scooby_state_46c443|31|0 45,5,1,0,2,4,2,1,0,0,1,7,1,0,4,73,
scooby_state_454372|3|-2 46,11,3,1,0,1,1,0,2,0,5,0,2,0,1,73,
scooby_state_502740|57|0 34,3,3,3,0,6,6,1,3,2,2,4,3,2,1,73,
scooby_state_457dd2|18|0 0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,73,
scooby_state_502740|27|0 32,3,5,3,4,3,4,3,1,1,3,3,4,2,2,73,
scooby_state_45436e|38|-1 56,0,0,1,2,5,2,0,0,2,0,1,1,0,3,73,
scooby_state_45df3c|41|8 1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,73,
scooby_state_44ba08|42|1 0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
scooby_state_454372|16|-2 53,9,0,1,0,0,0,3,0,0,1,2,2,0,1,72,
scooby_state_45df3c|37|8 1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
scooby_state_454372|61|-2 57,6,2,1,1,0,0,0,0,0,1,0,1,0,3,72,
scooby_state_46c443|45|0 52,5,0,0,1,1,0,1,0,3,1,5,1,1,1,72,
scooby_state_44ba08|3|1 0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
scooby_state_502740|28|0 26,9,3,3,3,4,4,2,4,0,1,4,4,3,2,72,
scooby_state_502740|4|0 31,1,3,5,4,7,2,2,4,0,3,3,1,5,1,72,
scooby_state_454372|20|-2 53,9,0,2,0,1,1,1,1,0,0,1,2,0,1,72,
scooby_state_457dd2|0|0 0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
scooby_state_44ba08|62|1 1,70,0,0,0,0,0,0,0,0,0,0,1,0,0,72,
scooby_state_502740|52|0 35,5,4,2,0,1,3,2,2,2,3,3,4,3,3,72,
scooby_state_46c443|36|0 50,5,2,1,1,3,0,1,0,1,2,4,0,0,1,71,
scooby_state_502740|61|0 31,2,2,4,2,3,2,2,5,1,1,3,5,6,2,71,
scooby_state_507080|48|2 54,17,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
scooby_state_454677|17|0 11,59,0,0,0,0,0,0,0,0,0,1,0,0,0,71,
scooby_state_44ba08|31|1 2,68,0,0,0,0,0,0,0,0,0,0,1,0,0,71,
scooby_state_43723b|41|0 2,42,2,0,1,4,0,1,0,2,3,1,4,2,7,71,
scooby_state_44ba08|34|1 1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
scooby_state_44ba08|18|1 0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
scooby_state_502740|56|0 32,5,2,2,1,2,4,2,4,1,2,4,2,6,2,71,
scooby_state_40e900|34|1 71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
scooby_state_454372|24|-2 48,11,0,1,0,1,2,3,0,0,1,0,1,0,3,71,
scooby_state_507080|30|2 56,15,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
scooby_state_501cf1|0|0 25,0,8,0,1,3,1,6,1,1,0,3,0,0,22,71,
scooby_state_44ba08|1|1 0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
scooby_state_44ba08|28|1 1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
scooby_state_40e8b6|0|0 2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
scooby_state_46c443|63|0 51,1,1,3,0,0,0,1,2,2,1,4,0,1,4,71,
scooby_state_454372|56|-2 46,8,1,1,0,2,3,0,0,2,1,2,2,1,1,70,
scooby_state_502740|32|0 28,7,1,5,6,4,5,1,1,1,1,2,1,6,1,70,
scooby_state_45df3c|45|8 3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
scooby_state_457dd2|8|0 0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
scooby_state_457dd2|39|0 0,69,0,0,0,0,0,0,0,0,1,0,0,0,0,70,
scooby_state_44ba08|49|1 1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
scooby_state_454372|19|-2 56,3,0,2,1,0,0,0,4,1,0,2,0,0,1,70,
scooby_state_502740|16|0 29,3,4,4,2,3,3,0,5,1,1,6,1,4,4,70,
scooby_state_40e900|26|1 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
scooby_state_454372|50|-2 55,3,0,2,0,1,0,0,1,0,0,4,1,0,3,70,
scooby_state_46c443|46|0 43,2,1,2,3,0,3,1,3,1,1,6,0,2,2,70,
scooby_state_502740|18|0 24,5,4,5,9,2,4,2,3,1,0,4,3,3,1,70,
scooby_state_44ba08|51|1 1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
scooby_state_454349|6|0 53,0,1,3,3,2,1,0,1,1,2,2,0,1,0,70,
scooby_state_454372|10|-2 47,8,1,1,4,1,1,0,0,2,0,1,0,2,1,69,
scooby_state_46c443|15|0 42,2,1,1,1,0,1,1,2,2,3,10,1,1,1,69,
scooby_state_46c443|37|0 46,6,2,0,0,1,0,0,0,1,1,9,1,1,1,69,
scooby_state_46c443|49|0 50,3,0,0,2,0,1,0,1,1,0,4,2,2,3,69,
scooby_state_45436e|39|-1 58,1,0,0,0,0,0,0,0,4,0,3,0,1,2,69,
scooby_state_507080|27|2 52,17,0,0,0,0,0,0,0,0,0,0,0,0,0,69,
scooby_state_454372|27|-2 49,11,0,0,2,0,0,1,1,1,0,0,2,0,2,69,
scooby_state_44ba08|9|1 1,67,0,1,0,0,0,0,0,0,0,0,0,0,0,69,
scooby_state_45436e|39|-2 56,0,2,1,0,0,0,0,2,1,1,2,1,0,3,69,
scooby_state_502740|0|0 25,4,0,3,5,6,3,3,6,0,0,5,2,5,2,69,
scooby_state_502740|31|0 32,6,2,3,2,3,6,2,3,0,0,3,3,2,2,69,
scooby_state_44ba08|54|1 1,66,1,0,0,0,0,0,0,0,0,0,1,0,0,69,
scooby_state_44ba08|41|1 0,66,0,0,0,0,0,0,0,0,1,0,1,0,0,68,
scooby_state_44ba08|37|1 1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,68,
scooby_state_44ba08|5|1 2,65,0,0,0,0,0,0,0,0,0,0,1,0,0,68,
scooby_state_454372|2|-2 47,8,2,1,1,1,1,0,1,1,0,2,0,2,1,68,
scooby_state_40e900|7|1 68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,
scooby_state_502740|45|0 26,1,2,8,0,5,2,2,4,0,0,7,4,5,2,68,
scooby_state_44ba08|43|1 2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,68,
scooby_state_45df3c|19|8 0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,68,
scooby_state_44ba08|55|1 0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,68,
scooby_state_44ba08|32|1 1,66,0,0,0,0,0,0,1,0,0,0,0,0,0,68,
scooby_state_45436e|14|-2 54,0,1,4,1,2,0,1,1,0,0,1,0,0,3,68,
scooby_state_40e900|35|1 68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,
scooby_state_454372|31|-2 50,8,0,1,0,1,0,0,1,0,1,2,1,1,1,67,
scooby_state_44ba08|27|1 0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_502740|11|0 24,4,2,3,0,3,5,4,3,3,0,4,2,3,7,67,
scooby_state_502740|17|0 23,4,4,6,0,4,2,3,6,0,5,2,4,1,3,67,
scooby_state_507080|2|2 51,16,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
scooby_state_40e900|44|1 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
