Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/482.sphinx3-1100B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/482.sphinx3-1100B.champsimtrace.xz
scooby_state_41c9d6|29|1 334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,
scooby_state_41c9d6|8|1 333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,334,
scooby_state_41c9d6|43|1 333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,334,
scooby_state_41c9d6|61|1 332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,333,
scooby_state_41c9d6|0|0 331,0,0,0,0,0,0,0,0,1,0,1,0,0,0,333,
scooby_state_41c9d6|63|1 332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,333,
scooby_state_41c9d6|35|1 332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,
scooby_state_41c9d6|37|1 332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,
scooby_state_41c9d6|3|1 331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,332,
scooby_state_41c9d6|6|1 332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,
scooby_state_41c9d6|7|1 332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,
scooby_state_41c9d6|26|1 330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,331,
scooby_state_41c9d6|23|1 331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,
scooby_state_41c9d6|27|1 331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,
scooby_state_41c9d6|39|1 331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,
scooby_state_41c9d6|24|1 331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,
scooby_state_41c9d6|36|1 331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,
scooby_state_41c9d6|56|1 330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,
scooby_state_41c9d6|55|1 330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,
scooby_state_41c9d6|59|1 330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,
scooby_state_41c9d6|38|1 329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,330,
scooby_state_41c9d6|58|1 329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,330,
scooby_state_403bf7|10|1 329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,
scooby_state_403bfc|10|1 329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,
scooby_state_403bf7|23|1 324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,
scooby_state_403bfc|23|1 323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,324,
scooby_state_403bfc|27|1 321,0,0,0,0,0,0,0,0,0,0,1,0,0,0,322,
scooby_state_403bf7|27|1 321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,322,
scooby_state_403bf7|28|1 319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,320,
scooby_state_403bfc|28|1 320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,
scooby_state_403bf7|25|1 318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,319,
scooby_state_403bfc|25|1 319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,
scooby_state_403bf7|26|1 315,0,0,0,0,0,0,0,0,0,0,1,0,0,0,316,
scooby_state_403bf7|56|1 315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,316,
scooby_state_403bfc|26|1 316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,
scooby_state_403bfc|56|1 314,2,0,0,0,0,0,0,0,0,0,0,0,0,0,316,
scooby_state_403bfc|24|1 315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,
scooby_state_403bf7|24|1 315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,
scooby_state_403bf7|63|1 312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,
scooby_state_403bfc|57|1 312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,
scooby_state_403bf7|57|1 312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,
scooby_state_403bfc|63|1 312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,
scooby_state_41c9ff|28|1 309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,310,
scooby_state_41c9ff|14|1 310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,
scooby_state_41c9ff|27|1 308,0,0,0,0,0,0,0,0,1,1,0,0,0,0,310,
scooby_state_41c9ff|15|1 307,0,0,0,1,0,1,0,0,0,0,0,1,0,0,310,
scooby_state_41c9ff|24|1 308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,309,
scooby_state_41c9ff|26|1 308,0,0,0,0,0,0,0,0,0,0,0,1,0,0,309,
scooby_state_41c9ff|29|1 309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,
scooby_state_41c9ff|54|1 309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,
scooby_state_41c9ff|22|1 309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,
scooby_state_41c9ff|55|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|56|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|58|1 307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,308,
scooby_state_403bfc|58|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_403bf7|55|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_403bfc|55|1 306,0,0,0,0,0,0,1,0,0,0,0,0,1,0,308,
scooby_state_41c9ff|2|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|6|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|23|1 306,1,0,0,0,1,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|61|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|5|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|47|1 307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,308,
scooby_state_403bf7|58|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|60|1 307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|46|1 306,0,1,0,0,0,0,0,0,0,0,0,0,1,0,308,
scooby_state_41c9ff|57|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|25|1 307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,308,
scooby_state_41c9ff|3|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|59|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|34|1 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,
scooby_state_41c9ff|35|1 307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308,
scooby_state_41c9ff|51|1 306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,307,
scooby_state_41c9ff|37|1 307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,
scooby_state_41c9ff|36|1 305,0,0,0,0,0,0,0,0,1,1,0,0,0,0,307,
scooby_state_41c9ff|4|1 307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,
scooby_state_41c9ff|18|1 306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,307,
scooby_state_41c9ff|62|1 306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,307,
scooby_state_41c9ff|38|1 306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,307,
scooby_state_41c9ff|30|1 306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,307,
scooby_state_41c9ff|21|1 307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,
scooby_state_41c9ff|19|1 306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,307,
scooby_state_41c9ff|53|1 307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,
scooby_state_41c9ff|16|1 306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,307,
scooby_state_41c9ff|42|1 306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,
scooby_state_403bfc|60|1 306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,
scooby_state_41c9ff|48|1 305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,306,
scooby_state_403bf7|60|1 306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,
scooby_state_41c9ff|13|1 305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,306,
scooby_state_41c9ff|10|1 306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,
scooby_state_41c9ff|50|1 306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,
scooby_state_41c9ff|44|1 305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,
scooby_state_41c9ff|11|1 304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,305,
scooby_state_41c9ff|52|1 305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,
scooby_state_41c9ff|43|1 305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,
scooby_state_41c9ff|39|1 305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,
scooby_state_41c9ff|20|1 304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305,
scooby_state_41c9ff|12|1 304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,305,
scooby_state_41c9ff|7|1 304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,
scooby_state_403bfc|29|1 304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,
scooby_state_403bf7|59|1 302,0,0,0,0,1,0,0,0,1,0,0,0,0,0,304,
scooby_state_403bf7|29|1 303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,304,
scooby_state_403bfc|59|1 304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,
scooby_state_41c9ff|45|1 302,0,0,0,1,1,0,0,0,0,0,0,0,0,0,304,
scooby_state_41c9ff|17|1 303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_403bf7|30|1 302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_403bfc|61|1 303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_41c9ff|9|1 300,0,0,0,0,0,0,1,0,1,0,1,0,0,0,303,
scooby_state_41c9ff|49|1 303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_41c9ff|63|1 303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_41c9ff|8|1 303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_41c9ff|40|1 301,0,1,1,0,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_403bfc|32|1 302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_403bf7|32|1 301,0,1,0,1,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_41c9ff|41|1 303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_403bfc|30|1 303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_403bf7|61|1 303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,
scooby_state_403bf7|51|1 302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,
scooby_state_41c9ff|31|1 300,0,0,2,0,0,0,0,0,0,0,0,0,0,0,302,
scooby_state_403bfc|51|1 302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,
scooby_state_403bfc|52|1 300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,301,
scooby_state_403bf7|52|1 301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,
scooby_state_403bf7|62|1 300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,301,
scooby_state_403bfc|62|1 301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,
scooby_state_41c9ff|1|1 301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,
scooby_state_41c9ff|33|1 300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,
scooby_state_41c9ff|0|0 298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299,
scooby_state_41c9ff|32|1 298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,
scooby_state_403bfc|34|1 298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,
scooby_state_403bf7|34|1 297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,298,
scooby_state_403bfc|54|1 296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,297,
scooby_state_403bf7|54|1 297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
scooby_state_403bfc|33|1 297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
scooby_state_403bfc|50|1 297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
scooby_state_403bf7|33|1 297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,
scooby_state_403bf7|50|1 296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,297,
scooby_state_403bf7|31|1 295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,
scooby_state_403bfc|31|1 294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,295,
scooby_state_403bf7|49|1 292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,
scooby_state_403bf7|42|1 291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,292,
scooby_state_403bfc|49|1 292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,
scooby_state_403bfc|42|1 292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,
scooby_state_403bfc|41|1 290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,
scooby_state_403bf7|41|1 289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,290,
scooby_state_403bf7|35|1 289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,
scooby_state_403bfc|43|1 288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,289,
scooby_state_403bf7|43|1 289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,
scooby_state_403bfc|35|1 289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,
scooby_state_403bf7|38|1 287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,288,
scooby_state_403bfc|38|1 287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,288,
scooby_state_403bfc|53|1 287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,
scooby_state_403bfc|37|1 287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,
scooby_state_403bf7|53|1 287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,
scooby_state_403bf7|37|1 287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,
scooby_state_403bf7|47|1 285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,286,
scooby_state_403bf7|46|1 285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,286,
scooby_state_403bfc|46|1 286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,
scooby_state_403bf7|40|1 284,0,0,1,0,1,0,0,0,0,0,0,0,0,0,286,
scooby_state_403bfc|47|1 286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,
scooby_state_403bfc|40|1 286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,
scooby_state_403bfc|48|1 284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,
scooby_state_403bf7|48|1 284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,
scooby_state_403bfc|39|1 281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,
scooby_state_403bf7|39|1 280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,281,
scooby_state_403bf7|44|1 278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,
scooby_state_403bfc|44|1 278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,
scooby_state_403bf7|36|1 277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,
scooby_state_403bfc|36|1 277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,
scooby_state_403bf7|45|1 272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,
scooby_state_403bfc|45|1 271,0,0,0,0,0,0,0,0,1,0,0,0,0,0,272,
scooby_state_414cf0|27|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|39|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|36|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|38|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|61|1 63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,
scooby_state_414cf0|35|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|5|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|7|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|32|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|30|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|10|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|34|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|49|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|28|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|48|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|29|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|26|1 63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|13|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|14|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|25|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|2|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|15|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|16|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|56|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|3|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|59|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|8|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|9|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|0|0 63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|31|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|45|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|55|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|54|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|37|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|53|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|57|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|52|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|50|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|12|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|33|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|6|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|58|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|60|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|11|1 63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|44|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|42|1 63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,
scooby_state_414cf0|4|1 63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,
scooby_state_414cf0|43|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|63|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|41|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|51|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|1|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|62|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|40|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_414cf0|17|1 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_414cf0|47|1 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_414cf0|18|1 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_414cf0|46|1 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_414cf0|24|1 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_414cf0|19|1 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_414cf0|23|1 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_414cf0|22|1 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_414cf0|20|1 61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,
scooby_state_414cf0|21|1 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_403ce7|0|0 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_403d10|0|0 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,
scooby_state_41c997|50|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|41|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|46|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|50|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|44|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|51|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|52|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|41|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|49|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|31|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|47|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|30|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|42|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|53|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|47|1 51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,
scooby_state_41c9a3|55|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|34|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|53|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|29|1 51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|38|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|54|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|44|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|27|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|36|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|35|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|32|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|43|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|45|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|33|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|37|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|29|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|30|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|28|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|40|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|39|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|34|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|42|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|48|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|39|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|46|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|43|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|31|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|35|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c9a3|33|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_41c997|45|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
