Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/603.bwaves_s-1740B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/603.bwaves_s-1740B.champsimtrace.xz
scooby_state_401a93|31|2 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_401a93|45|-1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a42|28|4 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a61|13|-2 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a3c|47|2 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a61|16|3 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a3c|61|-2 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a93|47|2 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a93|61|-1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a93|63|2 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a3c|45|-1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a93|28|2 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_401a3c|44|0 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a30|33|4 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a93|29|-3 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a30|29|-3 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a54|29|-3 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a3c|63|2 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a54|29|3 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a86|27|0 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a54|26|-2 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401ae6|27|1 1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a54|33|4 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a54|29|-1 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a86|30|3 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a93|25|0 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a93|33|4 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a6f|26|-2 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a61|60|0 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a54|13|-1 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a6f|29|3 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a3c|61|-1 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a54|15|2 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a3c|26|-1 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a86|61|-2 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_401a3c|28|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a6f|27|-3 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a86|45|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a6f|33|4 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a93|17|4 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a93|27|-2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a93|29|-2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a3c|27|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a6f|29|-3 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a93|13|-3 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a6f|31|4 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a3c|12|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a54|45|-1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a54|30|3 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a54|47|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_401a3c|28|-2 13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a54|27|-2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a6f|15|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a61|48|3 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a61|45|-2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a3c|60|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a6f|13|-1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a93|26|-3 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a30|13|-2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a30|16|3 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a3c|13|-2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a93|31|3 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a3c|29|3 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a3c|26|-2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401ae6|27|3 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a3c|16|3 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a4a|45|-1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_401a6f|61|-1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a42|28|0 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a93|49|4 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a54|28|-2 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a6f|28|-2 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a93|13|-1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a93|15|2 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a61|29|-3 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a30|29|-1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a3c|29|-3 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a6f|27|-2 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a3c|33|4 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a61|33|4 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a3c|49|4 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a6f|63|2 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a30|49|4 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a7c|12|-1 3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a3c|45|-3 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a93|45|-3 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a30|45|-3 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_401a54|49|4 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a86|44|0 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a86|26|-1 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a6f|17|4 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a86|45|-1 11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,
scooby_state_401a86|47|2 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a8b|25|0 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a4a|29|0 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a6f|13|-3 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401c02|23|-3 11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a86|60|0 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a61|29|-1 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a3c|30|3 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a6f|26|-3 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a74|28|4 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a54|45|-3 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_401a93|44|0 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a4a|61|0 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a7c|44|-2 1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a86|27|-2 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a3c|45|-2 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a54|13|-3 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a93|24|0 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a3c|48|3 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a4a|14|2 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a54|17|4 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a3c|27|-2 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a30|25|0 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a54|26|-1 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_401a93|30|2 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a30|31|3 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401b67|25|-4 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a4a|31|3 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a30|17|4 9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,
scooby_state_401a30|27|-3 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a4a|31|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a61|45|-3 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a6f|31|3 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a3c|28|-3 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a8b|24|0 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a3c|15|2 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a30|13|-3 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a42|28|-1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a3c|13|-1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a61|49|4 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a86|29|3 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a30|31|4 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a86|26|-2 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_401a54|28|-3 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a86|15|2 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a30|28|-3 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a86|26|-3 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a54|63|2 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a54|61|-1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a4a|61|-1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a86|61|-1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a3c|13|-3 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a6f|28|-3 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a86|45|-2 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a86|63|2 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a54|60|0 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a86|28|2 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a7c|60|-1 4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a61|13|-3 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a54|27|0 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a3c|17|4 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a30|26|-3 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a66|26|-1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a61|17|4 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a86|48|3 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a61|25|0 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a86|13|-1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_401a7c|60|-2 1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a4a|45|0 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a86|16|3 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a6f|45|-3 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a86|13|-2 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401ade|26|-3 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a4a|62|2 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401af3|28|4 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a54|27|-3 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a4a|46|2 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a61|31|3 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a61|24|0 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a54|31|4 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a6f|49|4 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a86|29|-3 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a86|33|4 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_401a86|28|-2 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a54|44|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,
scooby_state_401a54|30|2 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a93|60|0 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a7c|44|-1 3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a54|12|-1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a34|13|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a54|31|3 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a4a|30|3 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a54|28|2 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a54|12|0 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a30|60|-1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a6f|25|-3 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a6f|28|3 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a6f|30|2 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_401a34|61|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401b52|26|4 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401c02|23|-5 1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401b52|26|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a30|32|4 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a54|46|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a4a|13|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a7c|12|-2 0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a54|60|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a4a|29|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a54|26|-3 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a54|14|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a93|12|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401b72|24|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a6f|25|0 5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,
scooby_state_401a4a|47|3 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401a61|12|-1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a3c|26|-3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a6f|24|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a6f|30|4 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a34|45|1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a54|30|4 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a93|29|-1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a86|30|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a30|12|-1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a93|32|4 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a6f|44|-1 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a54|62|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a86|28|-3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a54|44|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a30|30|2 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a61|28|-3 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_401a86|30|4 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a3c|60|-1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a3c|32|4 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a30|24|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a6f|60|-1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a30|62|2 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a4a|13|-1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a61|60|-1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a61|30|4 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a54|32|4 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a3c|30|4 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401af3|28|1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a30|30|4 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401ade|26|-1 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a3c|31|3 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_401a3c|31|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401ba2|26|1 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a54|1|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a30|3|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a61|31|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401af3|28|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a54|3|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a34|28|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401c02|23|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a3c|27|-3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a86|31|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a3c|3|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401af3|28|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a3c|2|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a34|28|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a61|27|-3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a54|28|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a54|25|-3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a74|28|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a3c|30|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a61|30|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a30|2|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a61|44|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a4a|15|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a54|2|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a3c|24|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a3c|1|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4019c3|26|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401c02|23|-4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a30|1|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a3c|25|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a86|12|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_401a74|28|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4019c3|26|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a86|49|4 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a7c|29|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a7c|45|0 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a86|25|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a86|14|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a86|27|-3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a61|26|-3 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a6f|46|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a7c|13|0 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401ade|26|-2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a3c|14|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401a61|2|2 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_401ae6|27|2 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
